city,date,no2
Lahore,2026-01-01,
Karachi,2026-01-01,1.1688474245645081E-4
Islamabad,2026-01-01,
Faisalabad,2026-01-01,
Rawalpindi,2026-01-01,
Multan,2026-01-01,3.905051183811915E-5
Peshawar,2026-01-01,3.959576797898873E-5
Gujranwala,2026-01-01,
Quetta,2026-01-01,2.3142758084907555E-5
Sialkot,2026-01-01,
Hyderabad,2026-01-01,3.186331849307714E-5
Bahawalpur,2026-01-01,3.821700328254876E-5
Sargodha,2026-01-01,5.709654786585065E-5
Sukkur,2026-01-01,4.282913748549695E-5
Larkana,2026-01-01,2.810573481279663E-5
Lahore,2026-01-02,9.120909582698289E-5
Karachi,2026-01-02,1.1410610417506588E-4
Islamabad,2026-01-02,8.511459397149261E-5
Faisalabad,2026-01-02,5.531596447698387E-5
Rawalpindi,2026-01-02,7.022661391910136E-5
Multan,2026-01-02,6.16602221529059E-5
Peshawar,2026-01-02,3.446381920409511E-5
Gujranwala,2026-01-02,4.116962475849166E-5
Quetta,2026-01-02,2.9164410888845653E-5
Sialkot,2026-01-02,5.118818200968122E-5
Hyderabad,2026-01-02,4.1468859108267893E-5
Bahawalpur,2026-01-02,3.260654910858999E-5
Sargodha,2026-01-02,3.3989721612239624E-5
Sukkur,2026-01-02,4.2254400944229585E-5
Larkana,2026-01-02,3.283377662017418E-5
Lahore,2026-01-03,1.3910940794517983E-4
Karachi,2026-01-03,1.9036491346908764E-4
Islamabad,2026-01-03,1.52139891610575E-4
Faisalabad,2026-01-03,
Rawalpindi,2026-01-03,1.5277467265461996E-4
Multan,2026-01-03,4.579583457525549E-5
Peshawar,2026-01-03,7.614267848761424E-5
Gujranwala,2026-01-03,
Quetta,2026-01-03,3.2399694641181055E-5
Sialkot,2026-01-03,
Hyderabad,2026-01-03,4.136063672427177E-5
Bahawalpur,2026-01-03,3.343633156519737E-5
Sargodha,2026-01-03,4.881395138901248E-5
Sukkur,2026-01-03,3.3926388381849644E-5
Larkana,2026-01-03,2.968071958681218E-5
Lahore,2026-01-04,
Karachi,2026-01-04,1.4894673812926177E-4
Islamabad,2026-01-04,4.9627956470945304E-5
Faisalabad,2026-01-04,
Rawalpindi,2026-01-04,
Multan,2026-01-04,4.4466745332070765E-5
Peshawar,2026-01-04,7.823040055121039E-5
Gujranwala,2026-01-04,
Quetta,2026-01-04,2.8091579419993663E-5
Sialkot,2026-01-04,
Hyderabad,2026-01-04,4.7175689967775576E-5
Bahawalpur,2026-01-04,3.138133789766031E-5
Sargodha,2026-01-04,
Sukkur,2026-01-04,5.0703650510056255E-5
Larkana,2026-01-04,3.5120398515931696E-5
Lahore,2026-01-05,
Karachi,2026-01-05,1.3498352179139138E-4
Islamabad,2026-01-05,7.89943690348148E-5
Faisalabad,2026-01-05,
Rawalpindi,2026-01-05,7.382184089301646E-5
Multan,2026-01-05,
Peshawar,2026-01-05,7.157744201459209E-5
Gujranwala,2026-01-05,
Quetta,2026-01-05,2.138701428028204E-5
Sialkot,2026-01-05,
Hyderabad,2026-01-05,4.07841008683805E-5
Bahawalpur,2026-01-05,4.0975603582068725E-5
Sargodha,2026-01-05,
Sukkur,2026-01-05,4.295847236870589E-5
Larkana,2026-01-05,3.6077354358770944E-5
Lahore,2026-01-06,1.0596321178509601E-4
Karachi,2026-01-06,1.1795130822464167E-4
Islamabad,2026-01-06,1.3377740238630813E-4
Faisalabad,2026-01-06,3.359782325036428E-5
Rawalpindi,2026-01-06,1.1420085500737013E-4
Multan,2026-01-06,
Peshawar,2026-01-06,7.092537894136787E-5
Gujranwala,2026-01-06,5.49059286455085E-5
Quetta,2026-01-06,3.605646784536059E-5
Sialkot,2026-01-06,4.141124432636168E-5
Hyderabad,2026-01-06,4.323358687508186E-5
Bahawalpur,2026-01-06,2.213107666358747E-5
Sargodha,2026-01-06,4.142794796361232E-5
Sukkur,2026-01-06,5.02143136794238E-5
Larkana,2026-01-06,3.806582993244958E-5
Lahore,2026-01-07,7.639348005247481E-5
Karachi,2026-01-07,1.078589990629409E-4
Islamabad,2026-01-07,1.4309540431168457E-4
Faisalabad,2026-01-07,1.0598569982601434E-4
Rawalpindi,2026-01-07,1.0571872908939952E-4
Multan,2026-01-07,1.2205081749256878E-4
Peshawar,2026-01-07,9.311512658426621E-5
Gujranwala,2026-01-07,5.840662594973399E-5
Quetta,2026-01-07,3.682886480611256E-5
Sialkot,2026-01-07,4.5892025561109165E-5
Hyderabad,2026-01-07,4.110778741342248E-5
Bahawalpur,2026-01-07,3.881549056878683E-5
Sargodha,2026-01-07,4.598411160665769E-5
Sukkur,2026-01-07,4.903125140081332E-5
Larkana,2026-01-07,3.3592122586245076E-5
Lahore,2026-01-08,
Karachi,2026-01-08,8.041433246944825E-5
Islamabad,2026-01-08,1.8317481275588994E-4
Faisalabad,2026-01-08,
Rawalpindi,2026-01-08,1.699833346984812E-4
Multan,2026-01-08,9.199357246301646E-5
Peshawar,2026-01-08,6.0341522921183904E-5
Gujranwala,2026-01-08,
Quetta,2026-01-08,3.213050305366319E-5
Sialkot,2026-01-08,
Hyderabad,2026-01-08,3.9484815206055604E-5
Bahawalpur,2026-01-08,2.3789177118761063E-5
Sargodha,2026-01-08,
Sukkur,2026-01-08,6.1006142459459734E-5
Larkana,2026-01-08,
Lahore,2026-01-09,1.3886479623951556E-4
Karachi,2026-01-09,1.5763215437882848E-4
Islamabad,2026-01-09,1.4810589534260577E-4
Faisalabad,2026-01-09,
Rawalpindi,2026-01-09,1.2760892060979727E-4
Multan,2026-01-09,
Peshawar,2026-01-09,1.1359009675897627E-4
Gujranwala,2026-01-09,8.6314112157146E-5
Quetta,2026-01-09,2.5470088325920523E-5
Sialkot,2026-01-09,4.728740613951297E-5
Hyderabad,2026-01-09,3.4856050072003394E-5
Bahawalpur,2026-01-09,
Sargodha,2026-01-09,
Sukkur,2026-01-09,4.024277900922666E-5
Larkana,2026-01-09,2.7732457470112886E-5
Lahore,2026-01-10,
Karachi,2026-01-10,1.288328812310287E-4
Islamabad,2026-01-10,1.259319408288315E-4
Faisalabad,2026-01-10,4.661870738989731E-5
Rawalpindi,2026-01-10,1.1919796488922716E-4
Multan,2026-01-10,6.819847231565839E-5
Peshawar,2026-01-10,6.312144723590321E-5
Gujranwala,2026-01-10,
Quetta,2026-01-10,2.9370014158486353E-5
Sialkot,2026-01-10,3.583398527413925E-5
Hyderabad,2026-01-10,3.195067067584742E-5
Bahawalpur,2026-01-10,3.634712824606E-5
Sargodha,2026-01-10,5.330932145662377E-5
Sukkur,2026-01-10,3.075828454235782E-5
Larkana,2026-01-10,
Lahore,2026-01-11,1.3234423314000625E-4
Karachi,2026-01-11,1.125963144615455E-4
Islamabad,2026-01-11,1.527482011338331E-4
Faisalabad,2026-01-11,7.126733356730726E-5
Rawalpindi,2026-01-11,1.7564779624250126E-4
Multan,2026-01-11,6.545009073980471E-5
Peshawar,2026-01-11,8.137251311648877E-5
Gujranwala,2026-01-11,5.621578148376963E-5
Quetta,2026-01-11,
Sialkot,2026-01-11,4.7887482568018664E-5
Hyderabad,2026-01-11,3.3114904739931826E-5
Bahawalpur,2026-01-11,3.1014703653640256E-5
Sargodha,2026-01-11,4.60089738765486E-5
Sukkur,2026-01-11,4.899906155590588E-5
Larkana,2026-01-11,2.9655394880168528E-5
Lahore,2026-01-12,2.2544440522886627E-4
Karachi,2026-01-12,2.4530575784711516E-4
Islamabad,2026-01-12,3.160770134555883E-4
Faisalabad,2026-01-12,7.403450684154508E-5
Rawalpindi,2026-01-12,3.251599304595855E-4
Multan,2026-01-12,4.397017027118185E-5
Peshawar,2026-01-12,1.318061452164634E-4
Gujranwala,2026-01-12,1.3973163832393763E-4
Quetta,2026-01-12,2.1484509752143867E-5
Sialkot,2026-01-12,
Hyderabad,2026-01-12,5.721877476588595E-5
Bahawalpur,2026-01-12,3.0037638482301E-5
Sargodha,2026-01-12,5.349064867793992E-5
Sukkur,2026-01-12,4.894733569113359E-5
Larkana,2026-01-12,3.852359779697651E-5
Lahore,2026-01-13,2.513754431133443E-4
Karachi,2026-01-13,1.5005049862960258E-4
Islamabad,2026-01-13,2.2928059211360186E-4
Faisalabad,2026-01-13,1.4215688980432468E-4
Rawalpindi,2026-01-13,2.5895717989551253E-4
Multan,2026-01-13,8.4780922005175E-5
Peshawar,2026-01-13,8.490151615866563E-5
Gujranwala,2026-01-13,5.924320546150002E-5
Quetta,2026-01-13,3.725895483793736E-5
Sialkot,2026-01-13,5.507068093316718E-5
Hyderabad,2026-01-13,3.352720411178385E-5
Bahawalpur,2026-01-13,3.678299862062857E-5
Sargodha,2026-01-13,
Sukkur,2026-01-13,3.9703540565331297E-5
Larkana,2026-01-13,2.3338113016849306E-5
Lahore,2026-01-14,2.160202245630742E-4
Karachi,2026-01-14,1.3510046894940717E-4
Islamabad,2026-01-14,2.1824978513967707E-4
Faisalabad,2026-01-14,1.1630776053927186E-4
Rawalpindi,2026-01-14,2.160763749400735E-4
Multan,2026-01-14,5.808844565203183E-5
Peshawar,2026-01-14,9.2885409050282E-5
Gujranwala,2026-01-14,
Quetta,2026-01-14,3.11863911738172E-5
Sialkot,2026-01-14,
Hyderabad,2026-01-14,7.051356497552789E-5
Bahawalpur,2026-01-14,2.7989934553686932E-5
Sargodha,2026-01-14,7.23358675304697E-5
Sukkur,2026-01-14,3.804322555845099E-5
Larkana,2026-01-14,2.205135836852512E-5
Lahore,2026-01-15,
Karachi,2026-01-15,4.040768188788779E-5
Islamabad,2026-01-15,2.590797440831987E-4
Faisalabad,2026-01-15,
Rawalpindi,2026-01-15,2.8165465350538083E-4
Multan,2026-01-15,5.4475914607886106E-5
Peshawar,2026-01-15,8.991018623922035E-5
Gujranwala,2026-01-15,
Quetta,2026-01-15,1.5229954366461099E-5
Sialkot,2026-01-15,
Hyderabad,2026-01-15,8.227981214083741E-5
Bahawalpur,2026-01-15,3.0337136014083315E-5
Sargodha,2026-01-15,
Sukkur,2026-01-15,3.058600762305016E-5
Larkana,2026-01-15,3.421872873706758E-5
Lahore,2026-01-16,
Karachi,2026-01-16,3.59464899048592E-5
Islamabad,2026-01-16,
Faisalabad,2026-01-16,
Rawalpindi,2026-01-16,
Multan,2026-01-16,1.1611295942446414E-4
Peshawar,2026-01-16,8.534626671468681E-5
Gujranwala,2026-01-16,
Quetta,2026-01-16,1.4462410616908735E-5
Sialkot,2026-01-16,
Hyderabad,2026-01-16,5.976992065143031E-5
Bahawalpur,2026-01-16,4.2342208477822295E-5
Sargodha,2026-01-16,5.0479112470769306E-5
Sukkur,2026-01-16,2.791721599371398E-5
Larkana,2026-01-16,
Lahore,2026-01-17,1.9136926795628413E-4
Karachi,2026-01-17,5.056942689713755E-5
Islamabad,2026-01-17,1.6796829114785035E-4
Faisalabad,2026-01-17,1.1499253753831174E-4
Rawalpindi,2026-01-17,1.5877363593013314E-4
Multan,2026-01-17,4.520270626731202E-5
Peshawar,2026-01-17,5.145329002993627E-5
Gujranwala,2026-01-17,6.475918310166326E-5
Quetta,2026-01-17,2.3359731838244934E-5
Sialkot,2026-01-17,3.940135852581323E-5
Hyderabad,2026-01-17,4.54796981145697E-5
Bahawalpur,2026-01-17,3.898382972800701E-5
Sargodha,2026-01-17,7.550202226369303E-5
Sukkur,2026-01-17,3.970977199732776E-5
Larkana,2026-01-17,3.68888007789495E-5
Lahore,2026-01-18,1.4089464300859333E-4
Karachi,2026-01-18,1.1645860609398823E-4
Islamabad,2026-01-18,1.0945418228655908E-4
Faisalabad,2026-01-18,8.31277961643336E-5
Rawalpindi,2026-01-18,1.006755294964924E-4
Multan,2026-01-18,6.782051048380076E-5
Peshawar,2026-01-18,6.924841979736709E-5
Gujranwala,2026-01-18,5.834271650747575E-5
Quetta,2026-01-18,1.9047244374740254E-5
Sialkot,2026-01-18,4.394536833705658E-5
Hyderabad,2026-01-18,3.721960419408085E-5
Bahawalpur,2026-01-18,8.076216675659596E-5
Sargodha,2026-01-18,3.869717892115673E-5
Sukkur,2026-01-18,3.449935247019316E-5
Larkana,2026-01-18,2.913607388363634E-5
Lahore,2026-01-19,1.04516318195132E-4
Karachi,2026-01-19,1.5242851656872212E-4
Islamabad,2026-01-19,9.092209848106564E-5
Faisalabad,2026-01-19,1.1084274519198838E-4
Rawalpindi,2026-01-19,7.307439409917434E-5
Multan,2026-01-19,5.658627229812509E-5
Peshawar,2026-01-19,9.330732940861526E-5
Gujranwala,2026-01-19,4.488372825681326E-5
Quetta,2026-01-19,2.750116369755853E-5
Sialkot,2026-01-19,3.076519435161869E-5
Hyderabad,2026-01-19,6.523563719133776E-5
Bahawalpur,2026-01-19,4.628375972989672E-5
Sargodha,2026-01-19,5.218586833395842E-5
Sukkur,2026-01-19,3.755202238836593E-5
Larkana,2026-01-19,2.6543193516167076E-5
Lahore,2026-01-20,1.3637489959363264E-4
Karachi,2026-01-20,7.035478708870504E-5
Islamabad,2026-01-20,1.1386228082049772E-4
Faisalabad,2026-01-20,7.13505109773686E-5
Rawalpindi,2026-01-20,1.0109864624663853E-4
Multan,2026-01-20,
Peshawar,2026-01-20,6.114439037173084E-5
Gujranwala,2026-01-20,4.7926756657408464E-5
Quetta,2026-01-20,2.253464193084737E-5
Sialkot,2026-01-20,3.897950929137925E-5
Hyderabad,2026-01-20,6.170383527863259E-5
Bahawalpur,2026-01-20,
Sargodha,2026-01-20,3.0461900780476304E-5
Sukkur,2026-01-20,4.3302046237927386E-5
Larkana,2026-01-20,3.397475073551524E-5
Lahore,2026-01-21,1.5474860258152408E-4
Karachi,2026-01-21,1.0148715158075908E-4
Islamabad,2026-01-21,1.4214189696747225E-4
Faisalabad,2026-01-21,8.83695749965785E-5
Rawalpindi,2026-01-21,1.257642105117891E-4
Multan,2026-01-21,4.34092153798034E-5
Peshawar,2026-01-21,5.0573482187426406E-5
Gujranwala,2026-01-21,7.899140918005162E-5
Quetta,2026-01-21,1.2390131449696194E-5
Sialkot,2026-01-21,3.618186458242411E-5
Hyderabad,2026-01-21,5.28038774740528E-5
Bahawalpur,2026-01-21,2.881287291601249E-5
Sargodha,2026-01-21,4.399664985528945E-5
Sukkur,2026-01-21,3.237607974122296E-5
Larkana,2026-01-21,2.5938418321530988E-5
Lahore,2026-01-22,
Karachi,2026-01-22,
Islamabad,2026-01-22,
Faisalabad,2026-01-22,
Rawalpindi,2026-01-22,
Multan,2026-01-22,1.944885405863391E-5
Peshawar,2026-01-22,
Gujranwala,2026-01-22,
Quetta,2026-01-22,1.2813876358360802E-5
Sialkot,2026-01-22,
Hyderabad,2026-01-22,
Bahawalpur,2026-01-22,
Sargodha,2026-01-22,
Sukkur,2026-01-22,
Larkana,2026-01-22,
Lahore,2026-01-23,4.520441452629578E-5
Karachi,2026-01-23,8.304594917095062E-5
Islamabad,2026-01-23,
Faisalabad,2026-01-23,3.801925322274812E-5
Rawalpindi,2026-01-23,2.2778930026754886E-5
Multan,2026-01-23,4.03521360452156E-5
Peshawar,2026-01-23,2.8753080260371588E-5
Gujranwala,2026-01-23,3.7510692822925866E-5
Quetta,2026-01-23,9.81462177307392E-6
Sialkot,2026-01-23,2.8778903191137546E-5
Hyderabad,2026-01-23,3.060257506426404E-5
Bahawalpur,2026-01-23,3.235282432032053E-5
Sargodha,2026-01-23,2.490586271031493E-5
Sukkur,2026-01-23,2.6727237967653443E-5
Larkana,2026-01-23,2.080832784440756E-5
Lahore,2026-01-24,7.933660929492541E-5
Karachi,2026-01-24,5.349886972319888E-5
Islamabad,2026-01-24,1.387802278356521E-4
Faisalabad,2026-01-24,4.8254137236197025E-5
Rawalpindi,2026-01-24,1.3690062388014746E-4
Multan,2026-01-24,2.6510485643476685E-5
Peshawar,2026-01-24,6.877436392358741E-5
Gujranwala,2026-01-24,3.8265596931434384E-5
Quetta,2026-01-24,
Sialkot,2026-01-24,1.838477331880789E-5
Hyderabad,2026-01-24,2.625456564069309E-5
Bahawalpur,2026-01-24,2.0103936573092573E-5
Sargodha,2026-01-24,2.8333880061519446E-5
Sukkur,2026-01-24,2.7125609460778E-5
Larkana,2026-01-24,2.322816210212211E-5
Lahore,2026-01-25,8.82564097772452E-5
Karachi,2026-01-25,5.1777570742636145E-5
Islamabad,2026-01-25,7.715456286051444E-5
Faisalabad,2026-01-25,9.316267711920686E-5
Rawalpindi,2026-01-25,7.752763858602506E-5
Multan,2026-01-25,4.322164834066586E-5
Peshawar,2026-01-25,5.359146737481932E-5
Gujranwala,2026-01-25,3.905152800980163E-5
Quetta,2026-01-25,2.0883530033849496E-5
Sialkot,2026-01-25,2.137931940647981E-5
Hyderabad,2026-01-25,3.573370736153601E-5
Bahawalpur,2026-01-25,3.8223782117798365E-5
Sargodha,2026-01-25,3.6665838671819935E-5
Sukkur,2026-01-25,2.89711766273882E-5
Larkana,2026-01-25,2.2174252012135523E-5
Lahore,2026-01-26,
Karachi,2026-01-26,1.0537074742510083E-4
Islamabad,2026-01-26,
Faisalabad,2026-01-26,
Rawalpindi,2026-01-26,
Multan,2026-01-26,
Peshawar,2026-01-26,
Gujranwala,2026-01-26,
Quetta,2026-01-26,
Sialkot,2026-01-26,
Hyderabad,2026-01-26,2.2311362074355223E-5
Bahawalpur,2026-01-26,
Sargodha,2026-01-26,
Sukkur,2026-01-26,6.686157720130601E-5
Larkana,2026-01-26,4.218284304289082E-5
Lahore,2026-01-27,6.379065930567383E-5
Karachi,2026-01-27,1.0632867384802096E-4
Islamabad,2026-01-27,
Faisalabad,2026-01-27,2.0451360741722875E-5
Rawalpindi,2026-01-27,
Multan,2026-01-27,2.372381437845553E-5
Peshawar,2026-01-27,
Gujranwala,2026-01-27,4.286542173075098E-5
Quetta,2026-01-27,5.946053004300777E-6
Sialkot,2026-01-27,
Hyderabad,2026-01-27,3.8112887623003815E-5
Bahawalpur,2026-01-27,2.6261704252344505E-5
Sargodha,2026-01-27,1.3993737793751704E-5
Sukkur,2026-01-27,2.6085309615671553E-5
Larkana,2026-01-27,2.4197809381281543E-5
Lahore,2026-01-28,9.324306646425821E-5
Karachi,2026-01-28,2.1296598036402316E-4
Islamabad,2026-01-28,1.1216621903658775E-4
Faisalabad,2026-01-28,5.427617263026111E-5
Rawalpindi,2026-01-28,8.788627022361209E-5
Multan,2026-01-28,5.568395683926767E-5
Peshawar,2026-01-28,5.338801405326995E-5
Gujranwala,2026-01-28,4.289818482075339E-5
Quetta,2026-01-28,1.762988674503489E-5
Sialkot,2026-01-28,2.0725597002916157E-5
Hyderabad,2026-01-28,4.666661131936507E-5
Bahawalpur,2026-01-28,3.0095052226309227E-5
Sargodha,2026-01-28,2.9653389475161116E-5
Sukkur,2026-01-28,2.9304336418132842E-5
Larkana,2026-01-28,2.3635628386771657E-5
Lahore,2026-01-29,1.4055309778084656E-4
Karachi,2026-01-29,1.5585074889892694E-4
Islamabad,2026-01-29,1.4751780244504225E-4
Faisalabad,2026-01-29,6.008758991102949E-5
Rawalpindi,2026-01-29,1.0985203645110771E-4
Multan,2026-01-29,7.238477187862954E-5
Peshawar,2026-01-29,5.325713779229969E-5
Gujranwala,2026-01-29,4.498613494101424E-5
Quetta,2026-01-29,1.7438230411338986E-5
Sialkot,2026-01-29,4.1289116200478924E-5
Hyderabad,2026-01-29,
Bahawalpur,2026-01-29,3.384809212186457E-5
Sargodha,2026-01-29,3.6431267089225815E-5
Sukkur,2026-01-29,4.937446677799126E-5
Larkana,2026-01-29,3.888859540908866E-5
Lahore,2026-01-30,1.6146505879141457E-4
Karachi,2026-01-30,8.612475914098471E-5
Islamabad,2026-01-30,1.9482247217977294E-4
Faisalabad,2026-01-30,1.2420010990159193E-4
Rawalpindi,2026-01-30,1.6128320441375705E-4
Multan,2026-01-30,8.27269190500397E-5
Peshawar,2026-01-30,8.370137131510344E-5
Gujranwala,2026-01-30,5.3500140906810646E-5
Quetta,2026-01-30,1.5795950454941866E-5
Sialkot,2026-01-30,3.610263594032498E-5
Hyderabad,2026-01-30,3.427460991151314E-5
Bahawalpur,2026-01-30,3.532853683825213E-5
Sargodha,2026-01-30,5.5055727258556234E-5
Sukkur,2026-01-30,3.099770462630636E-5
Larkana,2026-01-30,2.8176992338777654E-5
Lahore,2026-01-31,
Karachi,2026-01-31,1.556091671616805E-4
Islamabad,2026-01-31,1.297789189023291E-4
Faisalabad,2026-01-31,
Rawalpindi,2026-01-31,1.471491973553363E-4
Multan,2026-01-31,5.0915515420098294E-5
Peshawar,2026-01-31,9.2846008875506E-5
Gujranwala,2026-01-31,
Quetta,2026-01-31,
Sialkot,2026-01-31,6.201590707201508E-5
Hyderabad,2026-01-31,3.4169021361016875E-5
Bahawalpur,2026-01-31,2.5628298726784085E-5
Sargodha,2026-01-31,7.357195128154538E-5
Sukkur,2026-01-31,2.7729894126142024E-5
Larkana,2026-01-31,2.017895652925698E-5
Lahore,2026-02-01,
Karachi,2026-02-01,1.4180371482076036E-4
Islamabad,2026-02-01,1.4496768778288102E-4
Faisalabad,2026-02-01,6.589023232429439E-5
Rawalpindi,2026-02-01,1.646285242919222E-4
Multan,2026-02-01,
Peshawar,2026-02-01,4.437799740650538E-5
Gujranwala,2026-02-01,4.2798467053824116E-5
Quetta,2026-02-01,3.0602271836371614E-6
Sialkot,2026-02-01,
Hyderabad,2026-02-01,2.7081013348503984E-5
Bahawalpur,2026-02-01,2.29223688475364E-5
Sargodha,2026-02-01,
Sukkur,2026-02-01,2.553521431665179E-5
Larkana,2026-02-01,2.0074857115619366E-5
Lahore,2026-02-02,1.1745886994849616E-4
Karachi,2026-02-02,1.2355304623039287E-4
Islamabad,2026-02-02,1.431979176919892E-4
Faisalabad,2026-02-02,9.586377188850892E-5
Rawalpindi,2026-02-02,1.28939851667066E-4
Multan,2026-02-02,2.8441930052938294E-5
Peshawar,2026-02-02,5.2029413335555364E-5
Gujranwala,2026-02-02,8.870811813983492E-6
Quetta,2026-02-02,1.56103248453725E-5
Sialkot,2026-02-02,
Hyderabad,2026-02-02,3.059586522761857E-5
Bahawalpur,2026-02-02,2.0739798518052464E-5
Sargodha,2026-02-02,3.6176849736634925E-5
Sukkur,2026-02-02,3.880580891045945E-5
Larkana,2026-02-02,1.813113016372601E-5
Lahore,2026-02-03,1.8484724327766738E-4
Karachi,2026-02-03,1.6224304477682243E-4
Islamabad,2026-02-03,1.216178545206873E-4
Faisalabad,2026-02-03,6.673814950838099E-5
Rawalpindi,2026-02-03,1.2801017215935E-4
Multan,2026-02-03,4.4857370322248704E-5
Peshawar,2026-02-03,8.903930249682694E-5
Gujranwala,2026-02-03,6.764482437556219E-5
Quetta,2026-02-03,1.942848777008913E-5
Sialkot,2026-02-03,4.51740059629063E-5
Hyderabad,2026-02-03,4.156543840338594E-5
Bahawalpur,2026-02-03,2.5997947733486916E-5
Sargodha,2026-02-03,4.810984347085504E-5
Sukkur,2026-02-03,3.363290754843997E-5
Larkana,2026-02-03,2.3121567607343994E-5
Lahore,2026-02-04,1.1640853271482822E-4
Karachi,2026-02-04,1.0245325973380628E-4
Islamabad,2026-02-04,8.236814500645526E-5
Faisalabad,2026-02-04,6.502367769474916E-5
Rawalpindi,2026-02-04,9.13062110716866E-5
Multan,2026-02-04,4.735585998134961E-5
Peshawar,2026-02-04,6.554406584172408E-5
Gujranwala,2026-02-04,4.1612304794953674E-5
Quetta,2026-02-04,1.4372577737013939E-5
Sialkot,2026-02-04,3.4360525881033574E-5
Hyderabad,2026-02-04,3.431072451245358E-5
Bahawalpur,2026-02-04,2.5949107144753764E-5
Sargodha,2026-02-04,3.4852347980769475E-5
Sukkur,2026-02-04,2.4899918002261644E-5
Larkana,2026-02-04,1.469028322268115E-5
Lahore,2026-02-05,1.3256288413572242E-4
Karachi,2026-02-05,9.383534138225252E-5
Islamabad,2026-02-05,1.4259870614458182E-4
Faisalabad,2026-02-05,5.496390454432984E-5
Rawalpindi,2026-02-05,1.4937387727505756E-4
Multan,2026-02-05,4.5097794490501646E-5
Peshawar,2026-02-05,5.0885598742808844E-5
Gujranwala,2026-02-05,5.762067753358326E-5
Quetta,2026-02-05,1.2645277749876435E-5
Sialkot,2026-02-05,3.936563824513331E-5
Hyderabad,2026-02-05,2.719507626243488E-5
Bahawalpur,2026-02-05,3.617321686655074E-5
Sargodha,2026-02-05,3.432848024348002E-5
Sukkur,2026-02-05,3.3671864357709834E-5
Larkana,2026-02-05,2.5962160465770157E-5
Lahore,2026-02-06,8.641754837985635E-5
Karachi,2026-02-06,1.4167284038091047E-4
Islamabad,2026-02-06,
Faisalabad,2026-02-06,5.0212932716470356E-5
Rawalpindi,2026-02-06,
Multan,2026-02-06,3.8599814625567057E-5
Peshawar,2026-02-06,
Gujranwala,2026-02-06,4.1232502962081835E-5
Quetta,2026-02-06,1.13775256986568E-5
Sialkot,2026-02-06,3.076477284975428E-5
Hyderabad,2026-02-06,2.3485940608281116E-5
Bahawalpur,2026-02-06,2.704507887911994E-5
Sargodha,2026-02-06,2.905085865411092E-5
Sukkur,2026-02-06,4.033087370980385E-5
Larkana,2026-02-06,3.117161277827047E-5
Lahore,2026-02-07,5.812462403900918E-5
Karachi,2026-02-07,1.9363539576205236E-4
Islamabad,2026-02-07,7.247909582931419E-5
Faisalabad,2026-02-07,4.56924995038536E-5
Rawalpindi,2026-02-07,7.126226537902694E-5
Multan,2026-02-07,4.5167963097093304E-5
Peshawar,2026-02-07,3.7562808599938394E-5
Gujranwala,2026-02-07,3.086708034658246E-5
Quetta,2026-02-07,3.394424250876735E-5
Sialkot,2026-02-07,3.741250395392968E-5
Hyderabad,2026-02-07,5.1073424511869623E-5
Bahawalpur,2026-02-07,3.153004007065151E-5
Sargodha,2026-02-07,3.305992127862042E-5
Sukkur,2026-02-07,4.046047446149186E-5
